,"('delta',)","('lambda',)",delta_pred,lambda_pred
11035,0.4,0.367,0.467,0.365
11036,0.6,0.5,0.467,0.365
11037,0.6,0.367,0.534,0.231
11038,0.533,0.1,0.473,0.309
11039,0.4,0.1,0.467,0.357
11040,0.533,0.1,0.473,0.309
11041,0.4,0.5,0.473,0.309
11042,0.533,0.1,0.473,0.309
11043,0.467,0.233,0.503,0.27
11044,0.467,0.5,0.467,0.357
11045,0.4,0.5,0.473,0.309
11046,0.533,0.5,0.503,0.27
11047,0.6,0.367,0.534,0.231
11048,0.6,0.233,0.473,0.309
11049,0.4,0.1,0.503,0.27
11050,0.6,0.367,0.473,0.309
11051,0.6,0.1,0.473,0.309
11052,0.4,0.233,0.503,0.27
11053,0.6,0.5,0.503,0.27
11054,0.533,0.1,0.534,0.231
11055,0.467,0.1,0.534,0.231
11056,0.467,0.1,0.467,0.357
11057,0.467,0.367,0.473,0.309
11058,0.467,0.1,0.473,0.309
11059,0.533,0.1,0.534,0.231
11060,0.533,0.1,0.473,0.309
11061,0.533,0.233,0.534,0.231
11062,0.467,0.1,0.503,0.27
11063,0.533,0.367,0.473,0.309
11064,0.4,0.367,0.503,0.27
11065,0.533,0.1,0.503,0.27
11066,0.4,0.233,0.473,0.309
11067,0.533,0.1,0.473,0.309
11068,0.467,0.367,0.534,0.231
11069,0.6,0.233,0.503,0.27
11070,0.467,0.5,0.473,0.309
11071,0.4,0.5,0.473,0.309
11072,0.6,0.5,0.473,0.309
11073,0.6,0.233,0.503,0.27
11074,0.467,0.1,0.467,0.357
11075,0.533,0.1,0.534,0.231
11076,0.467,0.5,0.467,0.357
11077,0.4,0.233,0.503,0.27
11078,0.4,0.367,0.534,0.231
11079,0.467,0.233,0.473,0.309
11080,0.467,0.1,0.503,0.27
11081,0.467,0.1,0.473,0.309
11082,0.4,0.233,0.467,0.357
11083,0.533,0.1,0.503,0.27
11084,0.533,0.233,0.473,0.309
11085,0.6,0.1,0.467,0.357
11086,0.6,0.1,0.503,0.27
11087,0.467,0.367,0.467,0.357
11088,0.6,0.5,0.467,0.357
11089,0.533,0.367,0.473,0.309
11090,0.467,0.233,0.467,0.365
11091,0.4,0.5,0.503,0.27
11092,0.533,0.1,0.473,0.309
11093,0.6,0.5,0.534,0.231
11094,0.467,0.5,0.503,0.27
11095,0.467,0.5,0.473,0.309
11096,0.467,0.5,0.503,0.27
11097,0.467,0.5,0.467,0.365
11098,0.6,0.233,0.534,0.231
11099,0.4,0.367,0.503,0.27
11100,0.4,0.1,0.534,0.231
11101,0.533,0.5,0.467,0.365
11102,0.533,0.367,0.503,0.27
11103,0.4,0.5,0.473,0.309
11104,0.533,0.367,0.503,0.27
11105,0.6,0.233,0.503,0.27
11106,0.6,0.1,0.534,0.231
11107,0.6,0.1,0.503,0.27
11108,0.533,0.367,0.473,0.309
11109,0.6,0.367,0.467,0.357
11110,0.6,0.367,0.534,0.231
11111,0.467,0.233,0.473,0.309
11112,0.467,0.233,0.467,0.365
11113,0.467,0.1,0.534,0.231
11114,0.533,0.233,0.503,0.27
11115,0.533,0.367,0.473,0.309
11116,0.4,0.5,0.503,0.27
11117,0.467,0.1,0.473,0.309
11118,0.4,0.5,0.503,0.27
11119,0.467,0.5,0.467,0.365
11120,0.6,0.233,0.503,0.27
11121,0.533,0.1,0.473,0.309
11122,0.533,0.5,0.473,0.309
11123,0.533,0.5,0.467,0.365
11124,0.533,0.233,0.503,0.27
11125,0.533,0.367,0.56,0.2
11126,0.6,0.233,0.534,0.231
11127,0.6,0.233,0.534,0.231
11128,0.4,0.1,0.534,0.231
11129,0.467,0.233,0.467,0.357
11130,0.4,0.233,0.473,0.309
11131,0.533,0.367,0.473,0.309
11132,0.467,0.1,0.473,0.309
11133,0.533,0.5,0.503,0.27
11134,0.533,0.233,0.473,0.309
11135,0.4,0.367,0.467,0.357
11136,0.6,0.233,0.473,0.309
11137,0.4,0.367,0.473,0.309
11138,0.6,0.5,0.467,0.365
11139,0.467,0.233,0.534,0.231
11140,0.467,0.1,0.534,0.231
11141,0.533,0.5,0.503,0.27
11142,0.4,0.1,0.473,0.309
11143,0.533,0.233,0.473,0.309
11144,0.467,0.5,0.473,0.309
11145,0.533,0.1,0.473,0.309
11146,0.4,0.1,0.503,0.27
11147,0.6,0.5,0.473,0.309
11148,0.533,0.233,0.473,0.309
11149,0.533,0.233,0.473,0.309
11150,0.533,0.367,0.534,0.231
11151,0.6,0.367,0.503,0.27
11152,0.6,0.367,0.473,0.309
11153,0.4,0.233,0.534,0.231
11154,0.4,0.1,0.503,0.27
11155,0.533,0.5,0.473,0.309
11156,0.4,0.5,0.473,0.309
11157,0.467,0.233,0.534,0.231
11158,0.467,0.367,0.503,0.27
11159,0.533,0.5,0.467,0.357
11160,0.533,0.5,0.473,0.309
11161,0.6,0.1,0.534,0.231
11162,0.4,0.233,0.503,0.27
11163,0.6,0.367,0.473,0.309
11164,0.6,0.367,0.473,0.309
11165,0.533,0.233,0.503,0.27
11166,0.533,0.367,0.503,0.27
11167,0.467,0.367,0.503,0.27
11168,0.533,0.5,0.503,0.27
11169,0.533,0.233,0.473,0.309
11170,0.4,0.1,0.503,0.27
11171,0.533,0.367,0.503,0.27
11172,0.533,0.367,0.534,0.231
11173,0.467,0.233,0.467,0.357
11174,0.467,0.1,0.473,0.309
11175,0.6,0.367,0.467,0.365
11176,0.6,0.233,0.467,0.357
11177,0.4,0.367,0.467,0.365
11178,0.4,0.233,0.503,0.27
11179,0.4,0.1,0.473,0.309
11180,0.4,0.233,0.467,0.365
11181,0.533,0.1,0.473,0.309
11182,0.533,0.5,0.503,0.27
11183,0.6,0.5,0.473,0.309
11184,0.467,0.5,0.503,0.27
11185,0.467,0.233,0.503,0.27
11186,0.533,0.367,0.467,0.365
11187,0.6,0.5,0.473,0.309
11188,0.533,0.1,0.473,0.309
11189,0.533,0.1,0.503,0.27
11190,0.6,0.233,0.473,0.309
11191,0.4,0.233,0.503,0.27
11192,0.4,0.5,0.473,0.309
11193,0.6,0.1,0.473,0.309
11194,0.6,0.1,0.467,0.365
11195,0.467,0.367,0.503,0.27
11196,0.4,0.233,0.467,0.357
11197,0.6,0.5,0.467,0.357
11198,0.4,0.1,0.503,0.27
11199,0.533,0.5,0.473,0.309
11200,0.533,0.5,0.467,0.365
11201,0.533,0.1,0.473,0.309
11202,0.533,0.367,0.473,0.309
11203,0.533,0.1,0.503,0.27
11204,0.6,0.5,0.503,0.27
11205,0.4,0.1,0.503,0.27
11206,0.4,0.367,0.503,0.27
11207,0.6,0.367,0.473,0.309
11208,0.4,0.233,0.503,0.27
11209,0.4,0.367,0.473,0.309
11210,0.467,0.1,0.467,0.357
11211,0.6,0.367,0.473,0.309
11212,0.467,0.1,0.473,0.309
11213,0.533,0.233,0.467,0.357
11214,0.4,0.1,0.467,0.365
11215,0.4,0.1,0.467,0.357
11216,0.467,0.233,0.467,0.365
11217,0.4,0.5,0.467,0.357
11218,0.533,0.233,0.503,0.27
11219,0.4,0.233,0.503,0.27
11220,0.467,0.1,0.473,0.309
11221,0.4,0.1,0.503,0.27
11222,0.467,0.367,0.503,0.27
11223,0.533,0.5,0.503,0.27
11224,0.4,0.5,0.473,0.309
11225,0.533,0.1,0.503,0.27
11226,0.533,0.233,0.534,0.231
11227,0.467,0.367,0.503,0.27
11228,0.533,0.1,0.467,0.365
11229,0.467,0.1,0.503,0.27
11230,0.467,0.1,0.467,0.365
11231,0.533,0.367,0.503,0.27
11232,0.467,0.367,0.534,0.231
11233,0.467,0.367,0.467,0.365
11234,0.4,0.5,0.467,0.357
11235,0.467,0.5,0.473,0.309
11236,0.6,0.233,0.503,0.27
11237,0.6,0.1,0.503,0.27
11238,0.6,0.233,0.467,0.357
11239,0.533,0.1,0.503,0.27
11240,0.533,0.1,0.503,0.27
11241,0.467,0.1,0.473,0.309
11242,0.467,0.5,0.473,0.309
11243,0.533,0.233,0.534,0.231
11244,0.533,0.1,0.503,0.27
11245,0.4,0.5,0.473,0.309
11246,0.6,0.233,0.534,0.231
11247,0.4,0.367,0.467,0.365
11248,0.533,0.367,0.503,0.27
11249,0.467,0.233,0.467,0.365
11250,0.4,0.1,0.467,0.365
11251,0.533,0.367,0.467,0.365
11252,0.6,0.1,0.503,0.27
11253,0.6,0.1,0.534,0.231
11254,0.4,0.367,0.473,0.309
11255,0.467,0.367,0.503,0.27
11256,0.533,0.367,0.473,0.309
11257,0.6,0.1,0.534,0.231
11258,0.467,0.5,0.467,0.365
11259,0.533,0.367,0.534,0.231
11260,0.4,0.1,0.473,0.309
11261,0.4,0.367,0.467,0.365
11262,0.533,0.367,0.473,0.309
11263,0.467,0.5,0.473,0.309
11264,0.533,0.1,0.473,0.309
11265,0.4,0.367,0.503,0.27
11266,0.6,0.233,0.473,0.309
11267,0.533,0.233,0.473,0.309
11268,0.4,0.233,0.467,0.357
11269,0.6,0.367,0.534,0.231
11270,0.467,0.367,0.467,0.365
11271,0.467,0.5,0.473,0.309
11272,0.6,0.367,0.473,0.309
11273,0.467,0.1,0.467,0.357
11274,0.467,0.233,0.503,0.27
11275,0.4,0.233,0.467,0.365
11276,0.6,0.1,0.534,0.231
11277,0.533,0.367,0.503,0.27
11278,0.467,0.5,0.503,0.27
11279,0.4,0.233,0.473,0.309
11280,0.6,0.1,0.534,0.231
11281,0.533,0.5,0.503,0.27
11282,0.467,0.1,0.473,0.309
11283,0.6,0.367,0.467,0.365
11284,0.533,0.233,0.467,0.357
11285,0.533,0.1,0.503,0.27
11286,0.6,0.1,0.534,0.231
11287,0.533,0.1,0.473,0.309
11288,0.6,0.5,0.467,0.365
11289,0.533,0.367,0.503,0.27
11290,0.4,0.5,0.503,0.27
11291,0.533,0.233,0.534,0.231
11292,0.4,0.5,0.467,0.357
11293,0.467,0.233,0.503,0.27
11294,0.6,0.1,0.534,0.231
11295,0.4,0.367,0.473,0.309
11296,0.467,0.233,0.473,0.309
11297,0.533,0.5,0.503,0.27
11298,0.6,0.367,0.473,0.309
11299,0.6,0.367,0.473,0.309
11300,0.4,0.233,0.503,0.27
11301,0.467,0.1,0.473,0.309
11302,0.6,0.5,0.473,0.309
11303,0.533,0.1,0.473,0.309
11304,0.6,0.1,0.467,0.357
11305,0.467,0.5,0.467,0.365
11306,0.467,0.367,0.467,0.365
11307,0.4,0.5,0.473,0.309
11308,0.533,0.5,0.503,0.27
11309,0.6,0.233,0.467,0.365
11310,0.533,0.367,0.473,0.309
11311,0.467,0.367,0.503,0.27
11312,0.533,0.367,0.503,0.27
11313,0.4,0.367,0.503,0.27
11314,0.467,0.1,0.503,0.27
11315,0.6,0.233,0.473,0.309
11316,0.467,0.5,0.467,0.357
11317,0.533,0.233,0.503,0.27
11318,0.6,0.5,0.467,0.365
11319,0.533,0.1,0.503,0.27
11320,0.6,0.1,0.534,0.231
11321,0.533,0.1,0.534,0.231
11322,0.533,0.1,0.467,0.357
11323,0.533,0.5,0.473,0.309
11324,0.4,0.367,0.473,0.309
11325,0.467,0.367,0.473,0.309
11326,0.467,0.233,0.473,0.309
11327,0.6,0.233,0.503,0.27
11328,0.533,0.367,0.473,0.309
11329,0.4,0.1,0.534,0.231
11330,0.6,0.5,0.473,0.309
11331,0.467,0.5,0.503,0.27
11332,0.4,0.5,0.473,0.309
11333,0.467,0.367,0.467,0.357
11334,0.4,0.1,0.473,0.309
11335,0.6,0.1,0.473,0.309
11336,0.533,0.233,0.503,0.27
11337,0.4,0.1,0.503,0.27
11338,0.467,0.367,0.503,0.27
11339,0.467,0.1,0.473,0.309
11340,0.4,0.367,0.467,0.365
11341,0.467,0.367,0.473,0.309
11342,0.6,0.5,0.473,0.309
11343,0.4,0.1,0.534,0.231
11344,0.6,0.1,0.503,0.27
11345,0.467,0.5,0.503,0.27
11346,0.6,0.1,0.467,0.357
11347,0.467,0.5,0.467,0.365
11348,0.467,0.5,0.534,0.231
11349,0.4,0.1,0.473,0.309
11350,0.467,0.367,0.534,0.231
11351,0.4,0.1,0.473,0.309
11352,0.4,0.5,0.473,0.309
11353,0.6,0.1,0.473,0.309
11354,0.6,0.5,0.467,0.365
11355,0.467,0.1,0.473,0.309
11356,0.4,0.367,0.467,0.365
11357,0.467,0.5,0.503,0.27
11358,0.6,0.5,0.503,0.27
11359,0.533,0.1,0.473,0.309
11360,0.4,0.233,0.534,0.231
11361,0.467,0.367,0.56,0.2
11362,0.467,0.5,0.467,0.365
11363,0.6,0.233,0.534,0.231
11364,0.467,0.5,0.473,0.309
11365,0.6,0.367,0.473,0.309
11366,0.467,0.233,0.503,0.27
11367,0.467,0.233,0.467,0.365
11368,0.6,0.233,0.467,0.357
11369,0.4,0.1,0.534,0.231
11370,0.4,0.233,0.473,0.309
11371,0.6,0.233,0.473,0.309
11372,0.6,0.1,0.473,0.309
11373,0.4,0.5,0.473,0.309
11374,0.533,0.367,0.473,0.309
11375,0.467,0.1,0.467,0.357
11376,0.6,0.367,0.473,0.309
11377,0.467,0.5,0.467,0.365
11378,0.4,0.367,0.473,0.309
11379,0.4,0.5,0.467,0.357
11380,0.533,0.1,0.473,0.309
11381,0.533,0.1,0.503,0.27
11382,0.6,0.233,0.503,0.27
11383,0.533,0.233,0.534,0.231
11384,0.4,0.5,0.503,0.27
11385,0.467,0.5,0.467,0.365
11386,0.467,0.233,0.473,0.309
11387,0.4,0.5,0.467,0.365
11388,0.533,0.233,0.473,0.309
11389,0.533,0.367,0.473,0.309
11390,0.533,0.233,0.473,0.309
11391,0.533,0.233,0.473,0.309
11392,0.533,0.5,0.467,0.365
11393,0.6,0.367,0.473,0.309
11394,0.533,0.5,0.503,0.27
11395,0.4,0.1,0.503,0.27
11396,0.467,0.367,0.467,0.365
11397,0.467,0.233,0.534,0.231
11398,0.533,0.233,0.467,0.365
11399,0.533,0.1,0.503,0.27
11400,0.4,0.233,0.534,0.231
11401,0.6,0.367,0.503,0.27
11402,0.4,0.233,0.473,0.309
11403,0.533,0.1,0.503,0.27
11404,0.467,0.1,0.467,0.357
11405,0.467,0.367,0.473,0.309
11406,0.533,0.5,0.467,0.365
11407,0.467,0.1,0.534,0.231
11408,0.467,0.1,0.534,0.231
11409,0.467,0.5,0.473,0.309
11410,0.6,0.367,0.503,0.27
11411,0.6,0.367,0.473,0.309
11412,0.6,0.233,0.534,0.231
11413,0.4,0.367,0.467,0.357
11414,0.6,0.5,0.503,0.27
11415,0.4,0.1,0.503,0.27
11416,0.6,0.1,0.534,0.231
11417,0.467,0.233,0.467,0.365
11418,0.6,0.1,0.534,0.231
11419,0.6,0.233,0.534,0.231
11420,0.4,0.233,0.467,0.357
11421,0.533,0.233,0.534,0.231
11422,0.467,0.1,0.467,0.357
11423,0.533,0.5,0.503,0.27
11424,0.4,0.1,0.467,0.357
11425,0.6,0.367,0.503,0.27
11426,0.6,0.5,0.503,0.27
11427,0.6,0.1,0.473,0.309
11428,0.467,0.5,0.503,0.27
11429,0.6,0.233,0.473,0.309
11430,0.533,0.5,0.534,0.231
11431,0.533,0.1,0.534,0.231
11432,0.6,0.367,0.467,0.357
11433,0.533,0.5,0.467,0.365
11434,0.4,0.367,0.503,0.27
11435,0.467,0.233,0.467,0.357
11436,0.533,0.367,0.503,0.27
11437,0.4,0.233,0.473,0.309
11438,0.533,0.367,0.473,0.309
11439,0.467,0.5,0.467,0.357
11440,0.533,0.1,0.503,0.27
11441,0.6,0.5,0.473,0.309
11442,0.467,0.233,0.503,0.27
11443,0.4,0.233,0.467,0.357
11444,0.4,0.233,0.534,0.231
11445,0.467,0.5,0.534,0.231
11446,0.4,0.1,0.534,0.231
11447,0.533,0.233,0.473,0.309
11448,0.6,0.233,0.473,0.309
11449,0.6,0.233,0.534,0.231
11450,0.4,0.1,0.467,0.365
11451,0.467,0.1,0.534,0.231
11452,0.467,0.233,0.467,0.365
11453,0.6,0.233,0.534,0.231
11454,0.4,0.367,0.467,0.365
11455,0.533,0.1,0.467,0.357
11456,0.533,0.5,0.473,0.309
11457,0.6,0.1,0.503,0.27
11458,0.4,0.233,0.467,0.365
11459,0.533,0.233,0.503,0.27
11460,0.4,0.1,0.473,0.309
11461,0.467,0.367,0.467,0.365
11462,0.6,0.1,0.503,0.27
11463,0.6,0.233,0.534,0.231
11464,0.4,0.1,0.503,0.27
11465,0.4,0.233,0.56,0.2
11466,0.4,0.5,0.503,0.27
11467,0.6,0.1,0.467,0.357
11468,0.6,0.367,0.473,0.309
11469,0.4,0.233,0.473,0.309
11470,0.467,0.367,0.473,0.309
11471,0.533,0.233,0.473,0.309
11472,0.533,0.367,0.473,0.309
11473,0.6,0.233,0.534,0.231
11474,0.467,0.367,0.473,0.309
11475,0.4,0.1,0.473,0.309
11476,0.4,0.367,0.473,0.309
11477,0.4,0.5,0.467,0.365
11478,0.6,0.1,0.473,0.309
11479,0.533,0.1,0.473,0.309
11480,0.533,0.1,0.534,0.231
11481,0.4,0.1,0.534,0.231
11482,0.467,0.367,0.473,0.309
11483,0.4,0.1,0.503,0.27
11484,0.533,0.233,0.503,0.27
11485,0.467,0.367,0.467,0.365
11486,0.6,0.233,0.503,0.27
11487,0.533,0.233,0.473,0.309
11488,0.467,0.233,0.503,0.27
11489,0.4,0.233,0.534,0.231
11490,0.6,0.367,0.467,0.357
11491,0.4,0.5,0.473,0.309
11492,0.467,0.1,0.503,0.27
11493,0.533,0.367,0.473,0.309
11494,0.533,0.367,0.473,0.309
11495,0.533,0.367,0.467,0.357
11496,0.4,0.233,0.473,0.309
11497,0.4,0.367,0.467,0.357
11498,0.533,0.367,0.503,0.27
11499,0.467,0.5,0.467,0.365
11500,0.6,0.1,0.503,0.27
11501,0.533,0.367,0.534,0.231
11502,0.4,0.5,0.473,0.309
11503,0.6,0.367,0.534,0.231
11504,0.467,0.233,0.473,0.309
11505,0.533,0.233,0.534,0.231
11506,0.4,0.367,0.503,0.27
11507,0.6,0.233,0.473,0.309
11508,0.6,0.367,0.473,0.309
11509,0.467,0.367,0.534,0.231
11510,0.4,0.233,0.473,0.309
11511,0.533,0.367,0.473,0.309
11512,0.467,0.233,0.473,0.309
11513,0.6,0.5,0.503,0.27
11514,0.6,0.1,0.534,0.231
11515,0.6,0.5,0.467,0.357
11516,0.6,0.1,0.473,0.309
11517,0.533,0.1,0.473,0.309
11518,0.467,0.233,0.473,0.309
11519,0.4,0.367,0.467,0.357
11520,0.467,0.367,0.534,0.231
11521,0.467,0.5,0.467,0.365
11522,0.6,0.233,0.473,0.309
11523,0.467,0.5,0.473,0.309
11524,0.533,0.1,0.473,0.309
11525,0.533,0.233,0.473,0.309
11526,0.467,0.5,0.467,0.357
11527,0.6,0.5,0.473,0.309
11528,0.533,0.1,0.473,0.309
11529,0.4,0.367,0.503,0.27
11530,0.4,0.1,0.473,0.309
11531,0.533,0.367,0.503,0.27
11532,0.6,0.5,0.467,0.365
11533,0.467,0.1,0.467,0.357
11534,0.467,0.1,0.503,0.27
11535,0.4,0.1,0.503,0.27
11536,0.4,0.1,0.503,0.27
11537,0.4,0.1,0.473,0.309
11538,0.533,0.1,0.534,0.231
11539,0.4,0.367,0.467,0.365
11540,0.467,0.5,0.473,0.309
11541,0.467,0.367,0.503,0.27
11542,0.467,0.5,0.473,0.309
11543,0.6,0.367,0.467,0.365
11544,0.6,0.1,0.503,0.27
11545,0.4,0.1,0.467,0.357
11546,0.533,0.1,0.503,0.27
11547,0.467,0.1,0.467,0.365
11548,0.467,0.5,0.467,0.365
11549,0.4,0.367,0.473,0.309
11550,0.6,0.233,0.534,0.231
11551,0.4,0.367,0.503,0.27
11552,0.6,0.367,0.534,0.231
11553,0.4,0.5,0.503,0.27
11554,0.4,0.1,0.473,0.309
11555,0.6,0.367,0.503,0.27
11556,0.4,0.1,0.467,0.357
11557,0.533,0.367,0.473,0.309
11558,0.533,0.1,0.473,0.309
11559,0.4,0.233,0.503,0.27
11560,0.4,0.1,0.473,0.309
11561,0.467,0.1,0.473,0.309
11562,0.467,0.233,0.503,0.27
11563,0.6,0.5,0.503,0.27
11564,0.6,0.1,0.534,0.231
11565,0.4,0.233,0.467,0.357
11566,0.6,0.1,0.467,0.365
11567,0.467,0.1,0.503,0.27
11568,0.467,0.5,0.503,0.27
11569,0.533,0.1,0.503,0.27
11570,0.6,0.367,0.467,0.357
11571,0.6,0.367,0.503,0.27
11572,0.4,0.1,0.473,0.309
11573,0.467,0.5,0.473,0.309
11574,0.4,0.233,0.503,0.27
11575,0.467,0.1,0.503,0.27
11576,0.467,0.1,0.467,0.357
11577,0.4,0.367,0.503,0.27
11578,0.4,0.5,0.473,0.309
11579,0.6,0.367,0.467,0.365
11580,0.6,0.5,0.534,0.231
11581,0.4,0.1,0.473,0.309
11582,0.4,0.1,0.473,0.309
11583,0.533,0.1,0.473,0.309
11584,0.6,0.367,0.467,0.357
11585,0.6,0.367,0.473,0.309
11586,0.6,0.5,0.467,0.357
11587,0.4,0.233,0.473,0.309
11588,0.533,0.367,0.473,0.309
11589,0.6,0.233,0.473,0.309
11590,0.6,0.1,0.503,0.27
11591,0.533,0.5,0.503,0.27
11592,0.467,0.1,0.473,0.309
11593,0.467,0.233,0.473,0.309
11594,0.533,0.367,0.503,0.27
11595,0.6,0.1,0.473,0.309
11596,0.467,0.5,0.467,0.365
11597,0.6,0.233,0.467,0.365
11598,0.467,0.367,0.503,0.27
11599,0.4,0.1,0.534,0.231
11600,0.4,0.367,0.467,0.357
11601,0.4,0.367,0.473,0.309
11602,0.533,0.233,0.473,0.309
11603,0.467,0.367,0.467,0.357
11604,0.467,0.1,0.503,0.27
11605,0.6,0.233,0.503,0.27
11606,0.533,0.367,0.503,0.27
11607,0.533,0.5,0.473,0.309
11608,0.6,0.233,0.534,0.231
11609,0.467,0.367,0.467,0.357
11610,0.4,0.1,0.473,0.309
11611,0.467,0.233,0.467,0.357
11612,0.533,0.367,0.467,0.365
11613,0.4,0.1,0.503,0.27
11614,0.467,0.367,0.473,0.309
11615,0.533,0.5,0.503,0.27
11616,0.4,0.1,0.473,0.309
11617,0.467,0.367,0.473,0.309
11618,0.4,0.5,0.473,0.309
11619,0.6,0.1,0.473,0.309
11620,0.467,0.367,0.467,0.357
11621,0.6,0.5,0.467,0.357
11622,0.533,0.233,0.534,0.231
11623,0.6,0.1,0.534,0.231
11624,0.533,0.1,0.473,0.309
11625,0.4,0.233,0.473,0.309
11626,0.4,0.233,0.467,0.357
11627,0.467,0.233,0.534,0.231
11628,0.4,0.1,0.473,0.309
11629,0.533,0.5,0.473,0.309
11630,0.533,0.1,0.473,0.309
11631,0.6,0.1,0.473,0.309
11632,0.467,0.233,0.467,0.365
11633,0.6,0.1,0.534,0.231
11634,0.533,0.1,0.473,0.309
11635,0.467,0.5,0.473,0.309
11636,0.467,0.1,0.503,0.27
11637,0.6,0.5,0.473,0.309
11638,0.4,0.5,0.56,0.2
11639,0.6,0.5,0.473,0.309
11640,0.533,0.1,0.503,0.27
11641,0.467,0.367,0.503,0.27
11642,0.467,0.5,0.467,0.357
11643,0.467,0.367,0.467,0.365
11644,0.6,0.5,0.473,0.309
11645,0.6,0.233,0.467,0.357
11646,0.467,0.233,0.503,0.27
11647,0.533,0.1,0.534,0.231
11648,0.4,0.233,0.503,0.27
11649,0.6,0.233,0.473,0.309
11650,0.467,0.367,0.473,0.309
11651,0.533,0.367,0.467,0.365
11652,0.467,0.5,0.534,0.231
11653,0.6,0.1,0.503,0.27
11654,0.6,0.233,0.503,0.27
11655,0.6,0.233,0.467,0.365
11656,0.4,0.5,0.534,0.231
11657,0.4,0.1,0.503,0.27
11658,0.4,0.233,0.473,0.309
11659,0.4,0.5,0.467,0.365
11660,0.4,0.233,0.473,0.309
11661,0.6,0.5,0.534,0.231
11662,0.467,0.5,0.467,0.357
11663,0.4,0.367,0.503,0.27
11664,0.4,0.5,0.473,0.309
11665,0.4,0.5,0.503,0.27
11666,0.6,0.367,0.467,0.357
11667,0.6,0.1,0.473,0.309
11668,0.4,0.367,0.467,0.357
11669,0.4,0.233,0.503,0.27
11670,0.467,0.367,0.467,0.357
11671,0.533,0.5,0.473,0.309
11672,0.6,0.233,0.503,0.27
11673,0.467,0.5,0.473,0.309
11674,0.533,0.233,0.473,0.309
11675,0.467,0.367,0.467,0.357
11676,0.467,0.1,0.467,0.357
11677,0.467,0.5,0.503,0.27
11678,0.533,0.1,0.467,0.357
11679,0.467,0.367,0.503,0.27
11680,0.6,0.1,0.467,0.357
11681,0.6,0.367,0.473,0.309
11682,0.467,0.1,0.503,0.27
11683,0.4,0.1,0.503,0.27
11684,0.533,0.367,0.534,0.231
11685,0.467,0.1,0.473,0.309
11686,0.4,0.1,0.473,0.309
11687,0.6,0.367,0.503,0.27
11688,0.6,0.5,0.473,0.309
11689,0.6,0.233,0.473,0.309
11690,0.533,0.1,0.503,0.27
11691,0.533,0.1,0.473,0.309
11692,0.6,0.1,0.503,0.27
11693,0.4,0.233,0.467,0.365
11694,0.4,0.233,0.467,0.357
11695,0.467,0.5,0.473,0.309
11696,0.533,0.5,0.467,0.357
11697,0.4,0.367,0.503,0.27
11698,0.4,0.5,0.534,0.231
11699,0.4,0.233,0.503,0.27
11700,0.467,0.367,0.503,0.27
11701,0.6,0.367,0.473,0.309
11702,0.533,0.1,0.467,0.365
11703,0.467,0.1,0.473,0.309
11704,0.533,0.5,0.503,0.27
11705,0.533,0.1,0.473,0.309
11706,0.467,0.1,0.534,0.231
11707,0.4,0.1,0.534,0.231
11708,0.533,0.367,0.473,0.309
11709,0.6,0.5,0.503,0.27
11710,0.467,0.5,0.473,0.309
11711,0.467,0.367,0.467,0.365
11712,0.467,0.5,0.467,0.365
11713,0.467,0.1,0.503,0.27
11714,0.6,0.367,0.467,0.357
11715,0.533,0.5,0.503,0.27
11716,0.4,0.5,0.467,0.365
11717,0.6,0.367,0.467,0.357
11718,0.6,0.1,0.467,0.357
11719,0.467,0.5,0.503,0.27
11720,0.533,0.367,0.473,0.309
11721,0.467,0.367,0.503,0.27
11722,0.6,0.367,0.503,0.27
11723,0.6,0.367,0.534,0.231
11724,0.4,0.1,0.503,0.27
11725,0.6,0.1,0.473,0.309
11726,0.533,0.5,0.503,0.27
11727,0.6,0.1,0.534,0.231
11728,0.6,0.5,0.503,0.27
11729,0.467,0.5,0.534,0.231
11730,0.4,0.367,0.467,0.357
11731,0.533,0.5,0.467,0.365
11732,0.6,0.5,0.473,0.309
11733,0.467,0.233,0.534,0.231
11734,0.533,0.1,0.467,0.365
11735,0.6,0.367,0.473,0.309
11736,0.533,0.5,0.503,0.27
11737,0.467,0.5,0.467,0.365
11738,0.6,0.367,0.467,0.365
11739,0.6,0.1,0.503,0.27
11740,0.6,0.367,0.534,0.231
11741,0.4,0.1,0.467,0.365
11742,0.6,0.367,0.473,0.309
11743,0.4,0.5,0.473,0.309
11744,0.467,0.367,0.503,0.27
11745,0.533,0.1,0.503,0.27
11746,0.6,0.1,0.473,0.309
11747,0.467,0.1,0.534,0.231
11748,0.467,0.367,0.503,0.27
11749,0.6,0.367,0.473,0.309
11750,0.4,0.5,0.467,0.357
11751,0.467,0.233,0.473,0.309
11752,0.533,0.367,0.503,0.27
11753,0.467,0.233,0.467,0.365
11754,0.4,0.233,0.473,0.309
11755,0.467,0.5,0.473,0.309
11756,0.6,0.1,0.534,0.231
11757,0.4,0.1,0.473,0.309
11758,0.467,0.5,0.467,0.357
11759,0.533,0.233,0.473,0.309
11760,0.6,0.1,0.473,0.309
11761,0.533,0.5,0.467,0.357
11762,0.6,0.5,0.467,0.357
11763,0.467,0.233,0.473,0.309
11764,0.6,0.233,0.467,0.365
11765,0.467,0.1,0.534,0.231
11766,0.533,0.1,0.473,0.309
11767,0.467,0.233,0.503,0.27
11768,0.467,0.367,0.503,0.27
11769,0.4,0.5,0.473,0.309
